BUS_SERVICE_NAME_TXT,OPR_DESC_TXT,ORIG_DEST_TXT,BUS_DIRCTN_TXT,BUS_ROUTE_SEQ_NUM,BUS_STOP_CD,BUS_STOP_DESC_TXT,RD_NAM_TXT,LONGTD_TXT,LATTD_TXT,OP_HR_TXT,FARE_TXT,CONTACT_TXT
PBS 592,XingSheng Transport Services,Sengkang West Way - Anson Road,2,16,67359,Nan Chiau High School,Anchorvale Drive,103.8904406,1.390025942,Three trips from 6.15pm to 7.20pm / 30 min,$4.00,"Email: long@longlim.com
Tel: 6754 8353"
PBS 592,XingSheng Transport Services,Sengkang West Way - Anson Road,2,17,67369,Blk 306 Carpark,Anchorvale Drive,103.8885346,1.390717311,Three trips from 6.15pm to 7.20pm / 30 min,$4.00,"Email: long@longlim.com
Tel: 6754 8353"
PBS 592,XingSheng Transport Services,Sengkang West Way - Anson Road,2,18,67329,Opp Blk 310B,Sengkang East Avenue,103.8846017,1.390019742,Three trips from 6.15pm to 7.20pm / 30 min,$4.00,"Email: long@longlim.com
Tel: 6754 8353"
PBS 592,XingSheng Transport Services,Sengkang West Way - Anson Road,2,19,67479,Layar Station Exit A/Blk 417A,Sengkang West Avenue,103.8801967,1.391982037,Three trips from 6.15pm to 7.20pm / 30 min,$4.00,"Email: long@longlim.com
Tel: 6754 8353"
PBS 592,XingSheng Transport Services,Sengkang West Way - Anson Road,2,20,67489,Opp Fernvale Station ,Sengkang West Avenue,103.877085,1.391002450,Three trips from 6.15pm to 7.20pm / 30 min,$4.00,"Email: long@longlim.com
Tel: 6754 8353"
PBS 592,XingSheng Transport Services,Sengkang West Way - Anson Road,2,21,67499,Fernvale Primary School,Sengkang West Avenue,103.8746787,1.390680287,Three trips from 6.15pm to 7.20pm / 30 min,$4.00,"Email: long@longlim.com
Tel: 6754 8353"
PBS 592,XingSheng Transport Services,Sengkang West Way - Anson Road,2,22,68021,Opp Blk 448A,Jalan Kayu,103.8724710,1.393179098,Three trips from 6.15pm to 7.20pm / 30 min,$4.00,"Email: long@longlim.com
Tel: 6754 8353"
PBS 592,XingSheng Transport Services,Sengkang West Way - Anson Road,2,23,67571,Aft Lor Tanggam,Sengkang West Way,103.8739192,1.395157967,Three trips from 6.15pm to 7.20pm / 30 min,$4.00,"Email: long@longlim.com
Tel: 6754 8353"
PBS 592,XingSheng Transport Services,Sengkang West Way - Anson Road,2,24,67561,Opp Blk 432A,Sengkang West Way,103.8769770,1.395458285,Three trips from 6.15pm to 7.20pm / 30 min,$4.00,"Email: long@longlim.com
Tel: 6754 8353"
PBS 592,XingSheng Transport Services,Sengkang West Way - Anson Road,2,25,67551,Blk 471A,Sengkang West Way,103.8792729,1.396005293,Three trips from 6.15pm to 7.20pm / 30 min,$4.00,"Email: long@longlim.com
Tel: 6754 8353"
PBS 593,Loh Gim Chong Transport,Punggol Way - Changi Business Park,1,1,65149,Soo Teck Station,Punggol Way,103.8969248,1.404440466,"12 trips from 7.20am to 10.00am / 10 to 25 min
",$3.00 (card)/  $3.50 (cash),"Email: louis@mybus.com.sg
Tel: 6659 2318
Fax: 6659 2187
Address: 190 Woodlands Industrial Park E5 Woodlands Bizhub #06-15 S757516"
PBS 593,Loh Gim Chong Transport,Punggol Way - Changi Business Park,1,2,-,Passenger Pick-up Point at Punggol MRT Station,Punggol Central,103.90248,1.405290000,"12 trips from 7.20am to 10.00am / 10 to 25 min
",$3.00 (card)/  $3.50 (cash),"Email: louis@mybus.com.sg
Tel: 6659 2318
Fax: 6659 2187
Address: 190 Woodlands Industrial Park E5 Woodlands Bizhub #06-15 S757516"
PBS 593,Loh Gim Chong Transport,Punggol Way - Changi Business Park,1,3,65221,Blk 303D,Punggol Central,103.9048076,1.404028428,"12 trips from 7.20am to 10.00am / 10 to 25 min
",$3.00 (card)/  $3.50 (cash),"Email: louis@mybus.com.sg
Tel: 6659 2318
Fax: 6659 2187
Address: 190 Woodlands Industrial Park E5 Woodlands Bizhub #06-15 S757516"
PBS 593,Loh Gim Chong Transport,Punggol Way - Changi Business Park,1,4,65091,Blk 301A,Punggol Road,103.9065564,1.403979627,"12 trips from 7.20am to 10.00am / 10 to 25 min
",$3.00 (card)/  $3.50 (cash),"Email: louis@mybus.com.sg
Tel: 6659 2318
Fax: 6659 2187
Address: 190 Woodlands Industrial Park E5 Woodlands Bizhub #06-15 S757516"
PBS 593,Loh Gim Chong Transport,Punggol Way - Changi Business Park,1,5,65309,Opp Blk 612A,Punggol Drive,103.909135,1.404943889,"12 trips from 7.20am to 10.00am / 10 to 25 min
",$3.00 (card)/  $3.50 (cash),"Email: louis@mybus.com.sg
Tel: 6659 2318
Fax: 6659 2187
Address: 190 Woodlands Industrial Park E5 Woodlands Bizhub #06-15 S757516"
PBS 593,Loh Gim Chong Transport,Punggol Way - Changi Business Park,1,6,65319,Oasis Station Exit A,Punggol Drive,103.912445,1.402578056,"12 trips from 7.20am to 10.00am / 10 to 25 min
",$3.00 (card)/  $3.50 (cash),"Email: louis@mybus.com.sg
Tel: 6659 2318
Fax: 6659 2187
Address: 190 Woodlands Industrial Park E5 Woodlands Bizhub #06-15 S757516"
PBS 593,Loh Gim Chong Transport,Punggol Way - Changi Business Park,1,7,65329,Kadaloor Station Exit A,Punggol Drive,103.916124,1.399888000,"12 trips from 7.20am to 10.00am / 10 to 25 min
",$3.00 (card)/  $3.50 (cash),"Email: louis@mybus.com.sg
Tel: 6659 2318
Fax: 6659 2187
Address: 190 Woodlands Industrial Park E5 Woodlands Bizhub #06-15 S757516"
PBS 593,Loh Gim Chong Transport,Punggol Way - Changi Business Park,1,8,65189,Bef Punggol Central,Punggol East ,103.9179331,1.396826944,"12 trips from 7.20am to 10.00am / 10 to 25 min
",$3.00 (card)/  $3.50 (cash),"Email: louis@mybus.com.sg
Tel: 6659 2318
Fax: 6659 2187
Address: 190 Woodlands Industrial Park E5 Woodlands Bizhub #06-15 S757516"
PBS 593,Loh Gim Chong Transport,Punggol Way - Changi Business Park,1,9,65239,Opp Blk 166A,Punggol East ,103.9160348,1.394104614,"12 trips from 7.20am to 10.00am / 10 to 25 min
",$3.00 (card)/  $3.50 (cash),"Email: louis@mybus.com.sg
Tel: 6659 2318
Fax: 6659 2187
Address: 190 Woodlands Industrial Park E5 Woodlands Bizhub #06-15 S757516"
PBS 593,Loh Gim Chong Transport,Punggol Way - Changi Business Park,1,10,65179,Coral Edge Station Exit A,Punggol Field ,103.9119024,1.394295828,"12 trips from 7.20am to 10.00am / 10 to 25 min
",$3.00 (card)/  $3.50 (cash),"Email: louis@mybus.com.sg
Tel: 6659 2318
Fax: 6659 2187
Address: 190 Woodlands Industrial Park E5 Woodlands Bizhub #06-15 S757516"
PBS 593,Loh Gim Chong Transport,Punggol Way - Changi Business Park,1,11,65169,Blk 108,Punggol Field ,103.9092919,1.396434688,"12 trips from 7.20am to 10.00am / 10 to 25 min
",$3.00 (card)/  $3.50 (cash),"Email: louis@mybus.com.sg
Tel: 6659 2318
Fax: 6659 2187
Address: 190 Woodlands Industrial Park E5 Woodlands Bizhub #06-15 S757516"
PBS 593,Loh Gim Chong Transport,Punggol Way - Changi Business Park,1,12,65159,Blk 101C,Punggol Field ,103.9066529,1.398568723,"12 trips from 7.20am to 10.00am / 10 to 25 min
",$3.00 (card)/  $3.50 (cash),"Email: louis@mybus.com.sg
Tel: 6659 2318
Fax: 6659 2187
Address: 190 Woodlands Industrial Park E5 Woodlands Bizhub #06-15 S757516"
PBS 593,Loh Gim Chong Transport,Punggol Way - Changi Business Park,1,13,65079,Blk 102C,Punggol Road ,103.904748,1.398935745,"12 trips from 7.20am to 10.00am / 10 to 25 min
",$3.00 (card)/  $3.50 (cash),"Email: louis@mybus.com.sg
Tel: 6659 2318
Fax: 6659 2187
Address: 190 Woodlands Industrial Park E5 Woodlands Bizhub #06-15 S757516"
PBS 593,Loh Gim Chong Transport,Punggol Way - Changi Business Park,1,14,-,Along the road outside SUTD Campus ,Somapah Road,103.9638437,1.339781400,"12 trips from 7.20am to 10.00am / 10 to 25 min
",$3.00 (card)/  $3.50 (cash),"Email: louis@mybus.com.sg
Tel: 6659 2318
Fax: 6659 2187
Address: 190 Woodlands Industrial Park E5 Woodlands Bizhub #06-15 S757516"
PBS 593,Loh Gim Chong Transport,Punggol Way - Changi Business Park,1,15,-,Along the road outside Eightrium@ CBP ,Changi South Avenue 1,103.9638595,1.337644300,"12 trips from 7.20am to 10.00am / 10 to 25 min
",$3.00 (card)/  $3.50 (cash),"Email: louis@mybus.com.sg
Tel: 6659 2318
Fax: 6659 2187
Address: 190 Woodlands Industrial Park E5 Woodlands Bizhub #06-15 S757516"
PBS 593,Loh Gim Chong Transport,Punggol Way - Changi Business Park,1,16,-,Along the road outside The IBM Place,Changi Business Park Avenue 1,103.9638594,1.336039800,"12 trips from 7.20am to 10.00am / 10 to 25 min
",$3.00 (card)/  $3.50 (cash),"Email: louis@mybus.com.sg
Tel: 6659 2318
Fax: 6659 2187
Address: 190 Woodlands Industrial Park E5 Woodlands Bizhub #06-15 S757516"
PBS 593,Loh Gim Chong Transport,Punggol Way - Changi Business Park,1,17,-,Along the road outside Honeywell Building,Changi Business Park Central 1,103.9659831,1.336779900,"12 trips from 7.20am to 10.00am / 10 to 25 min
",$3.00 (card)/  $3.50 (cash),"Email: louis@mybus.com.sg
Tel: 6659 2318
Fax: 6659 2187
Address: 190 Woodlands Industrial Park E5 Woodlands Bizhub #06-15 S757516"
PBS 593,Loh Gim Chong Transport,Punggol Way - Changi Business Park,1,18,96361,Aft Akzonobel House,Changi Business Park Central 2 ,103.9664370,1.336491101,"12 trips from 7.20am to 10.00am / 10 to 25 min
",$3.00 (card)/  $3.50 (cash),"Email: louis@mybus.com.sg
Tel: 6659 2318
Fax: 6659 2187
Address: 190 Woodlands Industrial Park E5 Woodlands Bizhub #06-15 S757516"
PBS 593,Loh Gim Chong Transport,Punggol Way - Changi Business Park,1,19,-,Along the road outside Plaza 8 Teh Terik,Changi Business Park Central 1,103.9645692,1.334045100,"12 trips from 7.20am to 10.00am / 10 to 25 min
",$3.00 (card)/  $3.50 (cash),"Email: louis@mybus.com.sg
Tel: 6659 2318
Fax: 6659 2187
Address: 190 Woodlands Industrial Park E5 Woodlands Bizhub #06-15 S757516"
PBS 593,Loh Gim Chong Transport,Punggol Way - Changi Business Park,1,20,96321,DBS Asia Hub,Changi South Avenue 2 ,103.9653246,1.332082717,"12 trips from 7.20am to 10.00am / 10 to 25 min
",$3.00 (card)/  $3.50 (cash),"Email: louis@mybus.com.sg
Tel: 6659 2318
Fax: 6659 2187
Address: 190 Woodlands Industrial Park E5 Woodlands Bizhub #06-15 S757516"
PBS 593,Loh Gim Chong Transport,Punggol Way - Changi Business Park,2,1,-,Passenger Pick-Up Point within SUTD Campus ,Somapah Road,103.9697388,1.358179037,Eight trips from 5.40pm to 7.50pm / 10 to 30 min,$3.00 (card)/  $3.50 (cash),"Email: louis@mybus.com.sg
Tel: 6659 2318
Fax: 6659 2187
Address: 190 Woodlands Industrial Park E5 Woodlands Bizhub #06-15 S757516"
PBS 593,Loh Gim Chong Transport,Punggol Way - Changi Business Park,2,2,-,Along the road outside Eightrium@ CBP ,Changi South Avenue 1,103.9638595,1.337644300,Eight trips from 5.40pm to 7.50pm / 10 to 30 min,$3.00 (card)/  $3.50 (cash),"Email: louis@mybus.com.sg
Tel: 6659 2318
Fax: 6659 2187
Address: 190 Woodlands Industrial Park E5 Woodlands Bizhub #06-15 S757516"
PBS 593,Loh Gim Chong Transport,Punggol Way - Changi Business Park,2,3,-,Along the road outside The IBM Place,Changi Business Park Avenue 1,103.9638594,1.336039800,Eight trips from 5.40pm to 7.50pm / 10 to 30 min,$3.00 (card)/  $3.50 (cash),"Email: louis@mybus.com.sg
Tel: 6659 2318
Fax: 6659 2187
Address: 190 Woodlands Industrial Park E5 Woodlands Bizhub #06-15 S757516"
PBS 593,Loh Gim Chong Transport,Punggol Way - Changi Business Park,2,4,-,Along the road outside Honeywell Building,Changi Business Park Central 1,103.9659831,1.336779900,Eight trips from 5.40pm to 7.50pm / 10 to 30 min,$3.00 (card)/  $3.50 (cash),"Email: louis@mybus.com.sg
Tel: 6659 2318
Fax: 6659 2187
Address: 190 Woodlands Industrial Park E5 Woodlands Bizhub #06-15 S757516"
PBS 593,Loh Gim Chong Transport,Punggol Way - Changi Business Park,2,5,96361,Aft Akzonobel House,Changi Business Park Central 2 ,103.9664370,1.336491101,Eight trips from 5.40pm to 7.50pm / 10 to 30 min,$3.00 (card)/  $3.50 (cash),"Email: louis@mybus.com.sg
Tel: 6659 2318
Fax: 6659 2187
Address: 190 Woodlands Industrial Park E5 Woodlands Bizhub #06-15 S757516"
PBS 593,Loh Gim Chong Transport,Punggol Way - Changi Business Park,2,6,-,Along the road outside Plaza 8 Teh Terik,Changi Business Park Central 1,103.9645692,1.334045100,Eight trips from 5.40pm to 7.50pm / 10 to 30 min,$3.00 (card)/  $3.50 (cash),"Email: louis@mybus.com.sg
Tel: 6659 2318
Fax: 6659 2187
Address: 190 Woodlands Industrial Park E5 Woodlands Bizhub #06-15 S757516"
PBS 593,Loh Gim Chong Transport,Punggol Way - Changi Business Park,2,7,-,Along the road outside Plaza 8 Blk 1 ,Changi Business Park Crescent,103.9660716,1.332952400,Eight trips from 5.40pm to 7.50pm / 10 to 30 min,$3.00 (card)/  $3.50 (cash),"Email: louis@mybus.com.sg
Tel: 6659 2318
Fax: 6659 2187
Address: 190 Woodlands Industrial Park E5 Woodlands Bizhub #06-15 S757516"
PBS 593,Loh Gim Chong Transport,Punggol Way - Changi Business Park,2,8,-,Along the road outside Citibank ,Changi Business Park Avenue 3,103.9663908,1.334226100,Eight trips from 5.40pm to 7.50pm / 10 to 30 min,$3.00 (card)/  $3.50 (cash),"Email: louis@mybus.com.sg
Tel: 6659 2318
Fax: 6659 2187
Address: 190 Woodlands Industrial Park E5 Woodlands Bizhub #06-15 S757516"
PBS 593,Loh Gim Chong Transport,Punggol Way - Changi Business Park,2,9,65071,Opp Blk 103A,Punggol Road ,103.9041638,1.398450741,Eight trips from 5.40pm to 7.50pm / 10 to 30 min,$3.00 (card)/  $3.50 (cash),"Email: louis@mybus.com.sg
Tel: 6659 2318
Fax: 6659 2187
Address: 190 Woodlands Industrial Park E5 Woodlands Bizhub #06-15 S757516"
PBS 593,Loh Gim Chong Transport,Punggol Way - Changi Business Park,2,10,65151,Blk 196A,Punggol Field ,103.9067353,1.398911231,Eight trips from 5.40pm to 7.50pm / 10 to 30 min,$3.00 (card)/  $3.50 (cash),"Email: louis@mybus.com.sg
Tel: 6659 2318
Fax: 6659 2187
Address: 190 Woodlands Industrial Park E5 Woodlands Bizhub #06-15 S757516"
PBS 593,Loh Gim Chong Transport,Punggol Way - Changi Business Park,2,11,65161,Blk 173B,Punggol Field ,103.9085911,1.397356311,Eight trips from 5.40pm to 7.50pm / 10 to 30 min,$3.00 (card)/  $3.50 (cash),"Email: louis@mybus.com.sg
Tel: 6659 2318
Fax: 6659 2187
Address: 190 Woodlands Industrial Park E5 Woodlands Bizhub #06-15 S757516"
PBS 593,Loh Gim Chong Transport,Punggol Way - Changi Business Park,2,12,65171,Opp Blk 126A,Punggol Field ,103.9120935,1.394494243,Eight trips from 5.40pm to 7.50pm / 10 to 30 min,$3.00 (card)/  $3.50 (cash),"Email: louis@mybus.com.sg
Tel: 6659 2318
Fax: 6659 2187
Address: 190 Woodlands Industrial Park E5 Woodlands Bizhub #06-15 S757516"
PBS 593,Loh Gim Chong Transport,Punggol Way - Changi Business Park,2,13,65231,Blk 166A,Punggol East ,103.9157653,1.394282480,Eight trips from 5.40pm to 7.50pm / 10 to 30 min,$3.00 (card)/  $3.50 (cash),"Email: louis@mybus.com.sg
Tel: 6659 2318
Fax: 6659 2187
Address: 190 Woodlands Industrial Park E5 Woodlands Bizhub #06-15 S757516"
PBS 593,Loh Gim Chong Transport,Punggol Way - Changi Business Park,2,14,65181,Aft Punggol Central,Punggol East ,103.9175469,1.396813889,Eight trips from 5.40pm to 7.50pm / 10 to 30 min,$3.00 (card)/  $3.50 (cash),"Email: louis@mybus.com.sg
Tel: 6659 2318
Fax: 6659 2187
Address: 190 Woodlands Industrial Park E5 Woodlands Bizhub #06-15 S757516"
PBS 593,Loh Gim Chong Transport,Punggol Way - Changi Business Park,2,15,65321,Kadaloor Station Exit B,Punggol Drive ,103.916593,1.399427000,Eight trips from 5.40pm to 7.50pm / 10 to 30 min,$3.00 (card)/  $3.50 (cash),"Email: louis@mybus.com.sg
Tel: 6659 2318
Fax: 6659 2187
Address: 190 Woodlands Industrial Park E5 Woodlands Bizhub #06-15 S757516"
PBS 593,Loh Gim Chong Transport,Punggol Way - Changi Business Park,2,16,65311,Oasis Station Exit B/Blk 617D,Punggol Drive ,103.9128569,1.402015000,Eight trips from 5.40pm to 7.50pm / 10 to 30 min,$3.00 (card)/  $3.50 (cash),"Email: louis@mybus.com.sg
Tel: 6659 2318
Fax: 6659 2187
Address: 190 Woodlands Industrial Park E5 Woodlands Bizhub #06-15 S757516"
PBS 593,Loh Gim Chong Transport,Punggol Way - Changi Business Park,2,17,65301,Blk 612A,Punggol Drive ,103.9093081,1.404550000,Eight trips from 5.40pm to 7.50pm / 10 to 30 min,$3.00 (card)/  $3.50 (cash),"Email: louis@mybus.com.sg
Tel: 6659 2318
Fax: 6659 2187
Address: 190 Woodlands Industrial Park E5 Woodlands Bizhub #06-15 S757516"
PBS 593,Loh Gim Chong Transport,Punggol Way - Changi Business Park,2,18,65099,Blk 604A,Punggol Road ,103.897021,1.380166000,Eight trips from 5.40pm to 7.50pm / 10 to 30 min,$3.00 (card)/  $3.50 (cash),"Email: louis@mybus.com.sg
Tel: 6659 2318
Fax: 6659 2187
Address: 190 Woodlands Industrial Park E5 Woodlands Bizhub #06-15 S757516"
PBS 593,Loh Gim Chong Transport,Punggol Way - Changi Business Park,2,19,65229,Blk 298,Punggol Central ,103.9055693,1.403202195,Eight trips from 5.40pm to 7.50pm / 10 to 30 min,$3.00 (card)/  $3.50 (cash),"Email: louis@mybus.com.sg
Tel: 6659 2318
Fax: 6659 2187
Address: 190 Woodlands Industrial Park E5 Woodlands Bizhub #06-15 S757516"
PBS 593,Loh Gim Chong Transport,Punggol Way - Changi Business Park,2,20,-,Passenger Pick-up Point at Punggol MRT Station ,Punggol Central,103.90248,1.405290000,Eight trips from 5.40pm to 7.50pm / 10 to 30 min,$3.00 (card)/  $3.50 (cash),"Email: louis@mybus.com.sg
Tel: 6659 2318
Fax: 6659 2187
Address: 190 Woodlands Industrial Park E5 Woodlands Bizhub #06-15 S757516"
PBS 593,Loh Gim Chong Transport,Punggol Way - Changi Business Park,2,21,65141,Soo Teck Station,Punggol Way ,103.8971639,1.404548056,Eight trips from 5.40pm to 7.50pm / 10 to 30 min,$3.00 (card)/  $3.50 (cash),"Email: louis@mybus.com.sg
Tel: 6659 2318
Fax: 6659 2187
Address: 190 Woodlands Industrial Park E5 Woodlands Bizhub #06-15 S757516"
PBS 599,XingSheng Transport Services,Hougang Street 51 to Shenton Way,1,22,64449,Opp Hougang Green Shopping Mall,Hougang Street 51,103.8886067,1.379733333,One trip at 7.45 am ,$5.50,"Email: long@longlim.com
Tel: 6754 8353"
PBS 599,XingSheng Transport Services,Hougang Street 51 to Shenton Way,1,23,64439,Blk 537,Hougang Street 51,103.8895216,1.377979732,One trip at 7.45 am ,$5.50,"Email: long@longlim.com
Tel: 6754 8353"
PBS 599,XingSheng Transport Services,Hougang Street 51 to Shenton Way,1,24,64609,Blk 687,Hougang Avenue 4,103.8847014,1.375956389,One trip at 7.45 am ,$5.50,"Email: long@longlim.com
Tel: 6754 8353"
PBS 599,XingSheng Transport Services,Hougang Street 51 to Shenton Way,1,25,64479,Blk 665,Hougang Avenue 9,103.88354,1.374401341,One trip at 7.45 am ,$5.50,"Email: long@longlim.com
Tel: 6754 8353"
PBS 599,XingSheng Transport Services,Hougang Street 51 to Shenton Way,1,26,64489,Blk 946A,Hougang Avenue 9,103.8806769,1.374887650,One trip at 7.45 am ,$5.50,"Email: long@longlim.com
Tel: 6754 8353"
PBS 599,XingSheng Transport Services,Hougang Street 51 to Shenton Way,1,27,64499,Regentville,Hougang Avenue 9,103.8782886,1.374882857,One trip at 7.45 am ,$5.50,"Email: long@longlim.com
Tel: 6754 8353"
PBS 599,XingSheng Transport Services,Hougang Street 51 to Shenton Way,1,28,66439,Blk 504A Carpark,Serangoon North Avenue 4,103.8755129,1.373937621,One trip at 7.45 am ,$5.50,"Email: long@longlim.com
Tel: 6754 8353"
PBS 599,XingSheng Transport Services,Hougang Street 51 to Shenton Way,1,29,66429,Blk 530,Serangoon North Avenue 4,103.8724374,1.373521827,One trip at 7.45 am ,$5.50,"Email: long@longlim.com
Tel: 6754 8353"
PBS 599,XingSheng Transport Services,Hougang Street 51 to Shenton Way,1,30,66349,Opp Daikin Singapore,Ang Mo Kio Avenue 3,103.8654177,1.370827600,One trip at 7.45 am ,$5.50,"Email: long@longlim.com
Tel: 6754 8353"
PBS 599,XingSheng Transport Services,Hougang Street 51 to Shenton Way,1,31,54309,Opp Blk 5022,Ang Mo Kio Avenue 3,103.863066,1.369888353,One trip at 7.45 am ,$5.50,"Email: long@longlim.com
Tel: 6754 8353"
PBS 599,XingSheng Transport Services,Hougang Street 51 to Shenton Way,1,32,5129,Hong Lim Park,Upper Pickering Street,103.8463467,1.286011667,One trip at 7.45 am ,$5.50,"Email: long@longlim.com
Tel: 6754 8353"
PBS 599,XingSheng Transport Services,Hougang Street 51 to Shenton Way,1,33,5319,OCBC Centre,Church Street,103.8490869,1.284496673,One trip at 7.45 am ,$5.50,"Email: long@longlim.com
Tel: 6754 8353"
PBS 599,XingSheng Transport Services,Hougang Street 51 to Shenton Way,1,34,3129,UIC Building,Shenton Way,103.8495672,1.278070035,One trip at 7.45 am ,$5.50,"Email: long@longlim.com
Tel: 6754 8353"
PBS 599,XingSheng Transport Services,Hougang Street 51 to Shenton Way,1,35,3217,Opp AXA Tower,Shenton Way,103.8479444,1.275522189,One trip at 7.45 am ,$5.50,"Email: long@longlim.com
Tel: 6754 8353"
PBS 599,XingSheng Transport Services,Hougang Street 51 to Shenton Way,1,36,3218,Opp MAS Building,Shenton Way,103.8468781,1.274116652,One trip at 7.45 am ,$5.50,"Email: long@longlim.com
Tel: 6754 8353"
PBS 722,City Transit Pte Ltd,Senja Road - Anson Road,1,1,44801,Opp Blk 628,Senja Road,103.7590834,1.385035109,One trip at 7.45 am ,$3.00,"Email: premium@citybus.com.sg
Tel: 9239 4748"
PBS 722,City Transit Pte Ltd,Senja Road - Anson Road,1,2,44861,Blk 636A,Senja Road,103.7587731,1.386692010,One trip at 7.45 am ,$3.00,"Email: premium@citybus.com.sg
Tel: 9239 4748"
PBS 722,City Transit Pte Ltd,Senja Road - Anson Road,1,3,44811,West Spring Secondary School,Senja Road,103.7602083,1.387154726,One trip at 7.45 am ,$3.00,"Email: premium@citybus.com.sg
Tel: 9239 4748"
